age,name,selling_price,km_driven,transmission,seller_type_Dealer,seller_type_Individual,seller_type_Trustmark Dealer,owner_encoded,fuel_CNG,fuel_Diesel,fuel_Electric,fuel_LPG,fuel_Petrol
7,473912.54207436397,550000,100000,1,0,1,0,0.0,0,1,0,0,0
13,346000.0,260000,97000,1,0,1,0,2.0,0,1,0,0,0
9,490000.0,420000,100000,1,0,1,0,0.0,0,1,0,0,0
22,473912.54207436397,35000,100000,1,0,1,0,2.0,0,0,0,0,1
6,1400000.0,1150000,20000,1,0,1,0,0.0,0,1,0,0,0
7,473912.54207436397,680000,46000,1,0,1,0,0.0,0,0,0,0,1
12,379454.54545454547,425000,40000,1,0,1,0,0.0,0,1,0,0,0
10,462857.14285714284,450000,70000,1,0,1,0,1.0,0,1,0,0,0
16,473912.54207436397,590000,89600,1,0,1,0,2.0,0,1,0,0,0
7,450000.0,936999,60800,1,0,1,0,0.0,0,0,0,0,1
9,660000.0,420000,104000,1,0,1,0,1.0,0,1,0,0,0
10,550000.0,450000,80000,1,0,1,0,1.0,0,1,0,0,0
20,102368.42105263157,40000,69111,1,0,1,0,2.0,0,0,0,0,1
10,860200.0,520000,70000,1,0,1,0,1.0,0,1,0,0,0
17,100263.15789473684,80000,120000,1,0,1,0,0.0,0,0,0,0,1
10,473912.54207436397,55000,40000,1,0,1,0,0.0,0,0,0,0,1
23,225000.0,80000,100000,1,0,1,0,2.0,0,1,0,0,0
5,239868.0,210000,20000,1,0,1,0,0.0,0,0,0,0,1
7,473912.54207436397,260000,50000,1,0,1,0,0.0,0,1,0,0,0
8,473912.54207436397,250000,70000,1,0,1,0,0.0,0,1,0,0,0
16,120000.0,80000,90000,1,0,1,0,0.0,0,1,0,0,0
14,495000.0,450000,150000,1,0,1,0,1.0,0,1,0,0,0
19,485999.8,310000,120000,1,0,1,0,1.0,0,1,0,0,0
10,473912.54207436397,350000,90000,1,0,1,0,1.0,0,0,0,0,1
13,300000.0,320000,100000,1,0,1,0,0.0,0,1,0,0,0
8,473912.54207436397,475000,90000,1,0,1,0,0.0,0,1,0,0,0
13,225000.0,220000,140000,1,0,1,0,1.0,0,1,0,0,0
16,88230.76923076923,70000,60000,1,0,1,0,0.0,0,0,0,0,1
9,473912.54207436397,281000,40000,1,0,1,0,0.0,0,1,0,0,0
11,225000.0,211000,80000,1,0,1,0,0.0,0,1,0,0,0
6,473912.54207436397,550000,11000,1,0,1,0,0.0,0,0,0,0,1
10,500000.0,350000,110000,1,0,1,0,0.0,0,1,0,0,0
7,473912.54207436397,420000,19890,0,1,0,0,0.0,0,0,0,0,1
9,272941.17647058825,270000,20969,1,1,0,0,0.0,0,0,0,0,1
8,324285.71428571426,399000,20194,1,1,0,0,0.0,0,0,0,0,1
8,390000.0,440000,34982,1,1,0,0,0.0,0,0,0,0,1
12,225000.0,250000,44588,1,1,0,0,0.0,0,0,0,0,1
8,880000.0,650000,57904,1,1,0,0,0.0,0,1,0,0,0
9,294052.5789473684,270000,59258,1,1,0,0,0.0,0,0,0,0,1
8,440000.0,390000,60826,1,1,0,0,0.0,0,0,0,0,1
6,1325000.0,1500000,50000,1,0,1,0,0.0,0,1,0,0,0
10,92631.57894736843,225000,35000,1,0,1,0,0.0,0,0,0,0,1
9,686066.6666666666,900000,110000,1,0,1,0,1.0,0,1,0,0,0
6,473912.54207436397,1600000,40000,0,0,1,0,0.0,0,1,0,0,0
5,762500.0,800000,10000,1,0,1,0,0.0,0,0,0,0,1
11,300000.0,320000,50000,1,0,1,0,0.0,0,1,0,0,0
8,237953.10638297873,300000,25000,1,0,1,0,0.0,0,0,0,0,1
6,473912.54207436397,740000,25000,1,0,1,0,0.0,0,0,0,0,1
5,473912.54207436397,350000,1300,1,0,1,0,0.0,0,0,0,0,1
10,250000.0,280000,40000,1,0,1,0,0.0,0,0,0,0,1
6,720000.0,675000,50000,0,0,1,0,0.0,0,1,0,0,0
13,191000.0,300000,20000,1,0,1,0,0.0,0,0,0,0,1
13,473912.54207436397,400000,76000,1,0,1,0,2.0,0,1,0,0,0
14,741000.0,420000,100000,1,0,1,0,2.0,0,1,0,0,0
16,473912.54207436397,300000,120000,1,0,1,0,0.0,0,1,0,0,0
14,151666.33333333334,170000,70000,1,0,1,0,0.0,0,0,0,0,1
10,243666.66666666666,210000,70000,1,0,1,0,2.0,0,0,0,0,1
9,566899.9,600000,60000,1,0,1,0,1.0,0,1,0,0,0
10,304199.96,260000,38000,1,0,1,0,1.0,0,0,0,0,1
9,73000.0,82000,19000,1,0,1,0,0.0,0,0,0,0,1
8,675000.0,690000,75000,1,0,1,0,0.0,0,1,0,0,0
9,473912.54207436397,300000,70000,1,0,1,0,0.0,0,1,0,0,0
7,473912.54207436397,1250000,30000,1,0,1,0,0.0,0,1,0,0,0
7,900000.0,799000,31707,1,0,1,0,0.0,0,1,0,0,0
14,1343333.3333333333,1000000,180000,1,0,1,0,0.0,0,1,0,0,0
10,240293.53191489363,190000,90000,1,0,1,0,1.0,0,0,0,0,1
10,162500.0,250000,30000,1,0,1,0,0.0,0,1,0,0,0
15,473912.54207436397,200000,60000,1,0,1,0,0.0,0,0,0,0,1
19,245833.33333333334,300000,90000,1,0,1,0,1.0,0,1,0,0,0
9,460000.0,250000,120000,1,0,1,0,1.0,0,0,0,0,1
16,99736.84210526316,90000,70000,1,0,1,0,2.0,0,0,0,0,1
8,499000.0,700000,160000,1,0,1,0,0.0,0,1,0,0,0
12,473912.54207436397,1750000,115992,0,1,0,0,2.0,0,1,0,0,0
7,268750.0,290000,110000,1,0,1,0,1.0,0,0,0,0,1
10,972499.5,1050000,97000,1,0,1,0,1.0,0,1,0,0,0
16,130000.0,70000,100000,1,0,1,0,2.0,0,1,0,0,0
8,563333.3333333334,520000,41000,1,0,1,0,0.0,0,1,0,0,0
12,141428.57142857142,150000,90000,1,0,1,0,0.0,0,1,0,0,0
16,135000.0,120000,90000,1,0,1,0,0.0,0,0,0,0,1
8,473912.54207436397,600000,25000,1,0,1,0,0.0,0,0,0,0,1
14,473912.54207436397,150000,70000,1,0,1,0,1.0,0,1,0,0,0
13,350000.0,400000,60000,1,0,1,0,0.0,0,0,0,0,1
9,237740.3404255319,310000,30000,1,0,1,0,1.0,0,0,0,0,1
9,636000.0,550000,30000,1,0,1,0,0.0,0,0,0,0,1
8,616000.0,550000,60000,1,0,1,0,0.0,0,1,0,0,0
11,395000.0,320000,73000,1,0,1,0,0.0,0,1,0,0,0
7,707500.0,700000,50000,1,0,1,0,1.0,0,1,0,0,0
12,556899.9,700000,110000,1,0,1,0,1.0,0,1,0,0,0
7,706666.6666666666,655000,84000,1,1,0,0,0.0,0,1,0,0,0
13,473912.54207436397,200000,110000,1,0,1,0,0.0,0,0,0,1,0
12,491833.3333333333,375000,150000,1,0,1,0,0.0,0,1,0,0,0
12,483749.75,470000,109052,1,1,0,0,0.0,0,1,0,0,0
9,473912.54207436397,550000,90658,1,1,0,0,0.0,0,1,0,0,0
10,520833.3333333333,500000,110000,1,0,1,0,1.0,0,1,0,0,0
9,473912.54207436397,210000,25000,1,0,1,0,0.0,0,0,0,0,1
11,473912.54207436397,1451000,81000,0,1,0,0,0.0,0,1,0,0,0
15,473912.54207436397,245000,75000,0,1,0,0,0.0,0,1,0,0,0
7,800000.0,700000,25552,1,1,0,0,1.0,0,0,0,0,1
6,247499.875,300000,20000,1,0,1,0,0.0,0,0,0,0,1
7,450000.0,350000,80000,1,0,1,0,0.0,0,1,0,0,0
7,720000.0,635000,25000,0,1,0,0,0.0,0,0,0,0,1
12,385000.0,325000,40700,1,0,1,0,0.0,0,0,0,0,1
7,473912.54207436397,1150000,65500,0,1,0,0,0.0,0,1,0,0,0
16,473912.54207436397,110000,42000,1,1,0,0,0.0,0,0,0,0,1
6,316999.8,890000,8000,1,1,0,0,0.0,0,0,0,0,1
17,473912.54207436397,73000,80000,1,0,1,0,1.0,0,0,0,0,1
8,675000.0,750000,6000,1,1,0,0,0.0,0,0,0,0,1
6,608000.0,690000,11174,1,1,0,0,0.0,0,0,0,0,1
16,80000.0,130000,120000,1,0,1,0,0.0,0,0,0,0,1
17,189578.94736842104,85000,85000,1,0,1,0,1.0,0,0,0,0,1
6,473912.54207436397,1575000,10000,0,0,1,0,0.0,0,0,0,0,1
11,375000.0,325000,105000,1,0,1,0,0.0,0,1,0,0,0
6,1025000.0,860000,30000,1,1,0,0,1.0,0,1,0,0,0
7,473912.54207436397,690000,41000,1,0,1,0,0.0,0,1,0,0,0
11,625000.0,650000,54000,1,1,0,0,0.0,0,1,0,0,0
10,473912.54207436397,375000,40000,1,0,1,0,0.0,0,1,0,0,0
11,488461.46153846156,525000,71000,1,1,0,0,0.0,0,1,0,0,0
8,302500.0,330000,72500,1,1,0,0,0.0,0,0,0,0,1
11,327500.0,280000,76600,1,1,0,0,0.0,0,0,0,0,1
10,350000.0,470000,40000,1,0,1,0,0.0,0,0,0,0,1
13,235833.33333333334,350000,110000,1,0,1,0,0.0,0,1,0,0,0
12,473912.54207436397,480000,63000,1,1,0,0,0.0,0,0,0,0,1
8,727500.0,620000,60000,1,0,1,0,0.0,0,1,0,0,0
10,280000.0,250000,58000,1,0,1,0,0.0,0,0,0,0,1
14,108333.33333333333,78692,80000,1,0,1,0,1.0,0,0,0,0,1
12,410000.0,350000,80000,1,0,1,0,0.0,0,1,0,0,0
11,220000.0,250000,70000,1,0,1,0,1.0,0,0,0,0,1
13,291000.0,260000,97700,1,0,1,0,3.0,0,0,0,0,1
8,550000.0,640000,36000,1,0,1,0,1.0,0,1,0,0,0
16,287727.0909090909,220000,90000,1,0,1,0,1.0,0,1,0,0,0
9,515000.0,465000,130000,1,0,1,0,0.0,0,1,0,0,0
14,226363.63636363635,229999,120000,1,0,1,0,1.0,0,1,0,0,0
6,297599.96,425000,15000,1,0,1,0,0.0,0,0,0,0,1
16,86307.69230769231,95000,120000,1,0,1,0,2.0,0,0,0,0,1
12,210000.0,170000,170000,1,0,1,0,2.0,0,0,0,1,0
8,220000.0,229999,37500,1,0,1,0,1.0,0,0,0,0,1
17,473912.54207436397,479000,145000,1,0,1,0,2.0,0,0,0,0,1
8,150000.0,340000,30000,1,0,1,0,0.0,0,0,0,0,1
8,491666.6666666667,620000,35000,1,0,1,0,0.0,0,0,0,0,1
12,473912.54207436397,270000,60000,1,0,1,0,0.0,0,1,0,0,0
6,473912.54207436397,400000,35000,1,0,1,0,0.0,0,1,0,0,0
9,276250.0,260000,40000,1,0,1,0,0.0,0,0,0,0,1
21,69000.0,48000,50000,1,0,1,0,3.0,0,0,0,0,1
9,140000.0,100000,23800,1,0,1,0,1.0,0,0,0,0,1
9,510333.3333333333,490000,70000,1,0,1,0,0.0,0,1,0,0,0
14,240000.0,120000,90000,1,0,1,0,1.0,0,0,0,1,0
16,223333.16666666666,125000,102000,1,0,1,0,1.0,0,0,0,0,1
5,240293.53191489363,190000,5000,1,0,1,0,0.0,0,0,0,0,1
13,473912.54207436397,500000,20000,1,0,1,0,0.0,0,0,0,0,1
10,2597500.0,1800000,99000,0,0,1,0,0.0,0,1,0,0,0
16,350000.0,320000,90000,1,0,1,0,0.0,0,0,0,0,1
17,125000.0,250000,47000,0,1,0,0,0.0,0,0,0,0,1
14,210000.0,105000,90000,1,0,1,0,2.0,0,1,0,0,0
6,628750.0,550000,20000,1,0,1,0,0.0,0,0,0,0,1
5,550000.0,600000,1100,0,0,1,0,0.0,0,0,0,0,1
4,233749.91666666666,210000,40000,1,0,1,0,0.0,0,0,0,0,1
12,250000.0,210000,15000,1,0,1,0,0.0,0,0,0,0,1
15,124097.53658536586,150000,40000,1,0,1,0,0.0,0,0,0,0,1
16,183333.33333333334,125000,60000,1,0,1,0,0.0,0,0,0,0,1
8,327000.0,380000,20000,1,0,1,0,0.0,0,0,0,0,1
5,558800.0,600000,5000,1,0,1,0,0.0,0,0,0,0,1
8,477500.0,490000,27000,1,0,1,0,0.0,0,0,0,0,1
6,449285.71428571426,545000,38000,1,0,1,0,1.0,0,1,0,0,0
9,304599.96,250000,25000,1,0,1,0,0.0,0,0,0,0,1
4,473912.54207436397,1050000,1100,1,0,1,0,0.0,0,0,0,0,1
17,257500.0,100000,100000,1,0,1,0,0.0,0,0,0,0,1
10,276000.0,250000,100000,1,0,1,0,1.0,0,1,0,0,0
17,130000.0,100000,110000,1,0,1,0,0.0,0,0,0,0,1
8,473912.54207436397,350000,60000,1,0,1,0,1.0,0,1,0,0,0
12,473912.54207436397,370000,70000,1,0,1,0,1.0,0,1,0,0,0
20,79000.0,121000,110000,1,0,1,0,1.0,0,0,0,0,1
7,473912.54207436397,570000,44077,0,1,0,0,0.0,0,0,0,0,1
7,701428.5714285715,785000,24000,1,0,1,0,0.0,0,1,0,0,0
6,473912.54207436397,850000,30000,1,0,1,0,0.0,0,1,0,0,0
8,299599.96,375000,30000,1,0,1,0,1.0,0,0,0,0,1
7,622200.0,619000,40000,1,0,1,0,0.0,0,0,0,0,1
13,455000.0,335000,90000,1,0,1,0,1.0,0,1,0,0,0
18,447999.8,500000,50000,1,0,1,0,0.0,0,1,0,0,0
21,75000.0,60000,100000,1,0,1,0,1.0,0,0,0,0,1
9,473912.54207436397,210000,210000,1,0,1,0,0.0,0,1,0,0,0
5,1800000.0,1900000,20000,1,0,1,0,0.0,0,1,0,0,0
11,139500.0,270000,70000,1,0,1,0,1.0,0,1,0,0,0
14,138300.0,225000,100000,1,0,1,0,1.0,0,0,0,0,1
13,280000.0,150000,160000,1,0,1,0,1.0,0,0,0,0,1
11,201307.6923076923,173000,70000,1,0,1,0,0.0,0,1,0,0,0
6,3850000.0,4800000,9422,0,0,1,0,0.0,0,1,0,0,0
7,473912.54207436397,710000,110000,0,0,1,0,0.0,0,1,0,0,0
5,473912.54207436397,1500000,20000,1,0,1,0,0.0,0,0,0,0,1
7,650200.0,550000,20000,1,0,1,0,0.0,0,0,0,0,1
16,93000.0,58000,70000,1,0,1,0,1.0,0,0,0,0,1
12,473912.54207436397,1200000,60000,0,0,1,0,2.0,0,0,0,0,1
11,496666.6666666667,500000,150000,1,0,1,0,0.0,0,1,0,0,0
15,200000.0,120000,83000,1,0,1,0,1.0,0,0,0,0,1
12,473912.54207436397,300000,250000,1,0,1,0,0.0,0,1,0,0,0
6,240333.33333333334,300000,30000,1,0,1,0,0.0,0,0,0,0,1
9,322500.0,295000,21000,1,0,1,0,0.0,0,0,0,0,1
6,560000.0,587000,80000,1,0,1,0,0.0,1,0,0,0,0
12,473912.54207436397,430000,50000,1,0,1,0,1.0,0,0,0,0,1
17,120000.0,123000,50000,1,0,1,0,1.0,0,0,0,0,1
12,473912.54207436397,450000,48500,0,0,1,0,1.0,0,1,0,0,0
17,143050.0,130000,60000,1,0,1,0,2.0,0,0,0,0,1
14,115000.0,110000,90000,1,0,1,0,1.0,0,1,0,0,0
14,473912.54207436397,200000,240000,1,0,1,0,2.0,0,1,0,0,0
9,398333.3333333333,320000,70000,1,0,1,0,1.0,0,0,0,0,1
10,258750.0,300000,50000,1,0,1,0,0.0,0,0,0,0,1
8,473912.54207436397,350000,110000,1,0,1,0,0.0,0,0,0,0,1
6,473912.54207436397,800000,50000,1,0,1,0,0.0,0,0,0,0,1
8,473912.54207436397,270000,175000,1,0,1,0,0.0,0,1,0,0,0
7,535000.0,540000,60000,1,0,1,0,0.0,0,0,0,0,1
13,280000.0,160000,60000,1,0,1,0,1.0,1,0,0,0,0
11,290000.0,340000,100000,1,0,1,0,1.0,0,1,0,0,0
7,356200.0,350000,40000,1,0,1,0,1.0,0,0,0,0,1
13,340000.0,300000,100000,1,0,1,0,0.0,0,1,0,0,0
11,233222.22222222222,330000,63000,1,0,1,0,0.0,0,1,0,0,0
8,238750.0,325000,80000,1,0,1,0,1.0,1,0,0,0,0
11,497905.62264150946,250000,55000,1,0,1,0,0.0,0,1,0,0,0
11,473912.54207436397,250000,55000,1,0,1,0,0.0,0,1,0,0,0
9,239000.0,240000,60000,1,0,1,0,0.0,0,0,0,0,1
4,495333.3333333333,545000,5000,1,0,1,0,0.0,0,0,0,0,1
9,473912.54207436397,300000,48000,1,1,0,0,0.0,0,0,0,0,1
7,274705.8823529412,240000,50000,1,0,1,0,0.0,0,0,0,0,1
6,335769.23076923075,360000,15000,1,0,1,0,0.0,0,0,0,0,1
12,350000.0,250000,70000,1,0,1,0,0.0,0,1,0,0,0
5,473912.54207436397,475000,105000,0,1,0,0,0.0,0,1,0,0,0
8,606000.0,600000,50000,1,0,1,0,1.0,0,1,0,0,0
14,160625.0,150000,80000,1,0,1,0,1.0,0,1,0,0,0
7,841000.0,700000,50000,1,0,1,0,0.0,0,1,0,0,0
8,709166.6666666666,1290000,5000,1,0,1,0,0.0,0,1,0,0,0
6,473912.54207436397,500000,10000,0,0,1,0,0.0,0,0,0,0,1
12,183894.73684210525,193000,45000,1,0,1,0,1.0,0,0,0,0,1
9,628000.0,800000,10000,1,0,1,0,0.0,0,0,0,0,1
16,142050.0,150000,50000,1,0,1,0,0.0,0,0,0,0,1
22,100263.15789473684,80000,40000,1,0,1,0,3.0,0,0,0,0,1
14,270714.14285714284,130000,100000,1,0,1,0,2.0,0,1,0,0,0
12,249285.57142857142,280000,80000,1,0,1,0,1.0,0,1,0,0,0
13,442499.5,229999,110000,1,0,1,0,1.0,0,1,0,0,0
16,115000.0,80000,120000,1,0,1,0,0.0,0,0,0,0,1
14,45000.0,70000,10000,1,0,1,0,0.0,0,0,0,0,1
11,238222.22222222222,240000,60000,1,0,1,0,1.0,0,1,0,0,0
14,290000.0,380000,72000,1,0,1,0,1.0,0,1,0,0,0
18,80000.0,80000,110000,1,0,1,0,0.0,0,0,0,0,1
11,199999.83333333334,265000,50000,1,0,1,0,0.0,0,0,0,0,1
6,473912.54207436397,320000,25000,1,0,1,0,0.0,0,0,0,0,1
10,512500.0,500000,120000,1,0,1,0,2.0,0,1,0,0,0
8,1082500.0,1300000,55000,1,0,1,0,0.0,0,1,0,0,0
6,1393333.3333333333,1500000,35000,1,0,1,0,0.0,0,1,0,0,0
8,1700000.0,1800000,110000,0,0,1,0,0.0,0,1,0,0,0
10,766666.6666666666,600000,80000,1,0,1,0,1.0,0,1,0,0,0
6,370000.0,420000,80000,1,0,1,0,0.0,0,0,0,0,1
15,177499.5,140000,120000,1,0,1,0,0.0,0,0,0,0,1
14,392500.0,300000,100000,1,0,1,0,1.0,0,1,0,0,0
18,109999.75,100000,60000,1,1,0,0,1.0,0,0,0,0,1
7,289842.05263157893,350000,25000,1,1,0,0,0.0,0,0,0,0,1
6,1119000.0,850000,19000,1,1,0,0,0.0,0,0,0,0,1
16,114275.79310344828,140000,54000,1,1,0,0,0.0,0,0,0,0,1
9,782000.0,550000,17100,1,1,0,0,1.0,0,0,0,0,1
7,473912.54207436397,525000,19000,0,1,0,0,0.0,0,0,0,0,1
9,573636.3636363636,470000,146000,1,1,0,0,0.0,0,1,0,0,0
11,1000000.0,900000,98000,0,1,0,0,0.0,0,1,0,0,0
13,473912.54207436397,500000,224642,1,1,0,0,1.0,0,1,0,0,0
13,200000.0,175000,175000,1,0,1,0,0.0,0,1,0,0,0
7,969999.0,1350000,15000,0,0,1,0,1.0,0,1,0,0,0
7,457856.85714285716,800000,50000,1,0,1,0,0.0,0,1,0,0,0
7,210000.0,250000,15000,1,0,1,0,0.0,0,0,0,0,1
6,473912.54207436397,700000,25000,0,0,1,0,0.0,0,0,0,0,1
5,473912.54207436397,800000,25000,1,0,1,0,0.0,0,1,0,0,0
11,761666.6666666666,660000,69000,1,0,1,0,0.0,0,1,0,0,0
9,446407.3703703704,465000,60000,1,0,1,0,2.0,0,1,0,0,0
18,176666.33333333334,180000,222435,1,0,1,0,1.0,0,1,0,0,0
7,491301.8490566038,600000,66000,1,0,1,0,2.0,0,1,0,0,0
14,473912.54207436397,150000,110000,1,0,1,0,0.0,0,0,0,0,1
10,485416.4166666667,450000,78000,1,0,1,0,1.0,0,1,0,0,0
5,600000.0,721000,10000,1,0,1,0,0.0,0,0,0,0,1
6,262666.6666666667,300000,35000,1,0,1,0,0.0,0,0,0,0,1
5,707000.0,1000000,10000,1,0,1,0,0.0,0,1,0,0,0
8,271176.4705882353,300000,40000,1,0,1,0,0.0,0,0,0,0,1
11,504000.0,450000,120000,1,0,1,0,0.0,0,1,0,0,0
7,447500.0,545000,40000,1,0,1,0,0.0,0,1,0,0,0
6,473912.54207436397,844999,20000,1,0,1,0,0.0,0,1,0,0,0
8,360000.0,700000,93000,1,0,1,0,0.0,0,1,0,0,0
8,454999.8333333333,650000,159000,1,0,1,0,0.0,0,1,0,0,0
10,568636.3636363636,525000,75000,1,0,1,0,1.0,0,1,0,0,0
18,120000.0,110000,101100,1,0,1,0,2.0,0,1,0,0,0
13,473912.54207436397,180000,66000,1,0,1,0,0.0,0,1,0,0,0
12,197499.83333333334,280000,30000,1,0,1,0,1.0,0,0,0,0,1
5,332692.3076923077,400000,10000,1,0,1,0,0.0,0,0,0,0,1
12,708750.0,625000,126000,1,0,1,0,1.0,0,1,0,0,0
9,497500.0,535000,70000,1,0,1,0,0.0,0,1,0,0,0
7,486666.3333333333,459999,50000,1,0,1,0,0.0,0,1,0,0,0
14,245833.33333333334,300000,100000,1,0,1,0,0.0,0,1,0,0,0
17,205000.0,280000,60000,0,0,1,0,0.0,0,0,0,0,1
10,600000.0,500000,70000,1,0,1,0,0.0,0,0,0,0,1
5,473912.54207436397,1200000,1200,1,0,1,0,0.0,0,0,0,0,1
13,473912.54207436397,180000,134444,0,0,1,0,1.0,0,0,0,0,1
15,125853.63414634146,78000,120000,1,0,1,0,1.0,0,0,0,0,1
13,174000.0,160000,120000,1,0,1,0,0.0,0,1,0,0,0
10,575000.0,600000,238000,1,0,1,0,0.0,0,1,0,0,0
16,144050.0,110000,100000,1,0,1,0,1.0,0,0,0,0,1
13,473912.54207436397,450000,110000,1,0,1,0,1.0,0,1,0,0,0
5,473912.54207436397,1350000,35000,1,0,1,0,0.0,0,1,0,0,0
21,473912.54207436397,120000,165000,1,0,1,0,1.0,0,0,0,0,1
6,1074500.0,1040000,42000,1,0,1,0,0.0,0,1,0,0,0
10,394999.8,390000,70000,1,0,1,0,1.0,0,1,0,0,0
13,473912.54207436397,65000,60000,1,0,1,0,1.0,0,0,0,0,1
11,371799.8,320000,115000,1,0,1,0,2.0,0,1,0,0,0
7,640000.0,720000,70000,1,0,1,0,0.0,0,1,0,0,0
17,250000.0,220000,80000,1,0,1,0,1.0,0,0,0,0,1
13,268125.0,225000,65000,1,1,0,0,0.0,0,0,0,0,1
14,231666.66666666666,200000,150000,1,0,1,0,1.0,0,1,0,0,0
9,433333.3333333333,434999,75000,1,1,0,0,1.0,0,1,0,0,0
12,195000.0,300000,63700,1,0,1,0,0.0,0,1,0,0,0
6,487500.0,700000,74800,1,0,1,0,0.0,0,1,0,0,0
15,450000.0,500000,105000,1,0,1,0,1.0,0,1,0,0,0
8,456250.0,500000,40000,1,0,1,0,0.0,0,1,0,0,0
8,299800.0,400000,90000,1,0,1,0,1.0,0,1,0,0,0
9,715000.0,825000,75000,1,1,0,0,1.0,0,1,0,0,0
6,489037.69811320753,720000,15000,1,0,1,0,0.0,0,1,0,0,0
15,65000.0,110000,30000,1,0,1,0,1.0,0,0,0,0,1
10,575000.0,600000,100000,1,0,1,0,1.0,0,1,0,0,0
15,473912.54207436397,275000,155000,0,0,1,0,2.0,0,1,0,0,0
12,473912.54207436397,2349000,149000,0,0,1,0,1.0,0,1,0,0,0
7,678333.3333333334,740000,60000,1,0,1,0,0.0,0,1,0,0,0
7,702142.8571428572,800000,90000,1,0,1,0,0.0,0,1,0,0,0
5,1211250.0,1100000,100000,1,0,1,0,0.0,0,1,0,0,0
12,795000.0,750000,100000,0,0,1,0,1.0,0,1,0,0,0
12,193249.875,200000,90000,1,0,1,0,1.0,0,0,0,0,1
15,473912.54207436397,210000,75000,1,0,1,0,0.0,0,1,0,0,0
15,453629.5925925926,270000,120000,1,0,1,0,1.0,0,1,0,0,0
8,780000.0,630000,90000,1,0,1,0,1.0,0,1,0,0,0
9,408333.3333333333,375000,55000,1,0,1,0,0.0,0,0,0,0,1
14,287500.0,300000,70000,1,0,1,0,0.0,0,1,0,0,0
8,692300.0,580000,95000,1,0,1,0,1.0,0,1,0,0,0
10,473912.54207436397,550000,50000,1,0,1,0,0.0,0,1,0,0,0
8,749500.0,750000,50000,1,0,1,0,0.0,0,1,0,0,0
10,238833.16666666666,250000,60516,1,0,1,0,0.0,0,0,0,0,1
12,486666.5,434999,235000,1,0,1,0,1.0,0,1,0,0,0
17,473912.54207436397,900000,76731,0,1,0,0,0.0,0,1,0,0,0
8,473912.54207436397,685000,64000,1,1,0,0,0.0,0,1,0,0,0
10,443629.5925925926,540000,65000,1,1,0,0,0.0,0,1,0,0,0
6,1182500.0,1165000,13000,0,1,0,0,4.0,0,0,0,0,1
10,450000.0,610000,77000,1,1,0,0,0.0,0,1,0,0,0
13,290000.0,254999,24000,1,1,0,0,0.0,0,0,0,0,1
10,434999.0,280000,63840,1,1,0,0,0.0,0,0,0,0,1
7,420000.0,370000,25000,1,0,1,0,0.0,0,0,0,0,1
13,265909.0,459999,76400,1,0,1,0,1.0,0,1,0,0,0
13,473912.54207436397,190000,80000,1,0,1,0,2.0,0,1,0,0,0
14,473912.54207436397,165000,100000,1,0,1,0,3.0,0,0,0,0,1
7,473912.54207436397,710000,40000,1,0,1,0,0.0,0,1,0,0,0
6,1025000.0,1200000,15000,1,0,1,0,0.0,0,0,0,0,1
13,132500.0,229999,70000,1,0,1,0,0.0,0,0,0,0,1
6,270588.23529411765,310000,15000,1,0,1,0,0.0,0,0,0,0,1
9,301799.96,320000,40000,1,0,1,0,0.0,0,0,0,0,1
18,99210.52631578948,100000,54000,1,0,1,0,0.0,0,0,0,0,1
15,204000.0,160000,90000,1,0,1,0,0.0,0,1,0,0,0
17,92600.0,60000,52000,1,0,1,0,0.0,0,0,0,0,1
12,148571.42857142858,100000,200000,1,0,1,0,2.0,0,1,0,0,0
8,187692.3076923077,350000,35000,1,0,1,0,1.0,0,1,0,0,0
7,473912.54207436397,700000,60000,1,0,1,0,0.0,0,1,0,0,0
7,292473.63157894736,300000,31489,1,0,1,0,0.0,0,0,0,0,1
6,762000.0,830000,40000,1,0,1,0,0.0,0,1,0,0,0
14,473912.54207436397,229999,70000,1,0,1,0,0.0,0,0,0,0,1
11,385000.0,400000,100000,1,0,1,0,0.0,0,1,0,0,0
19,473912.54207436397,300000,70000,1,0,1,0,1.0,0,0,0,0,1
11,221250.0,300000,50000,1,0,1,0,0.0,0,1,0,0,0
15,473912.54207436397,80000,180000,1,0,1,0,1.0,0,1,0,0,0
16,100263.15789473684,80000,50000,1,0,1,0,1.0,0,0,0,0,1
17,100000.0,100000,90000,1,0,1,0,1.0,0,0,0,0,1
12,156249.75,300000,110000,1,0,1,0,0.0,0,1,0,0,0
6,473912.54207436397,700000,26000,0,0,1,0,0.0,0,0,0,0,1
8,871249.75,975000,65000,1,0,1,0,0.0,0,1,0,0,0
15,250000.0,500000,130000,1,0,1,0,0.0,0,1,0,0,0
11,462666.6666666667,550000,75000,1,0,1,0,1.0,0,1,0,0,0
10,750000.0,550000,110000,1,0,1,0,1.0,0,1,0,0,0
10,188249.875,240000,50000,1,0,1,0,0.0,0,0,0,0,1
15,100000.0,120000,80000,1,0,1,0,1.0,0,0,0,0,1
11,225187.1489361702,900000,60000,1,0,1,0,1.0,0,0,0,0,1
15,444999.8,250000,90000,1,0,1,0,1.0,0,0,0,0,1
7,341923.07692307694,280000,36000,1,0,1,0,0.0,0,0,0,0,1
14,473912.54207436397,85000,87000,1,0,1,0,0.0,0,1,0,0,0
13,114333.33333333333,90000,80000,1,0,1,0,0.0,0,1,0,0,0
